ES.CNPJ_BASICO;ES.CNPJ_ORDEM;ES.CNPJ_DV;ES.IDENT_MATRIZ_FILIAL;ES.NOME_FANTASIA;ES.SITUACAO_CADASTRAL;ES.DATA_SITUACAO_CADASTRAL;ES.MOTIVO_SITUACAO_CADASTRAL;ES.CIDADE_EXTERIOR;ES.PAIS,ES.DATA_INICIO_ATIVIDADE;ES.CNAE_PRINCIPAL;ES.CNAE_SECUNDARIA;ES.TIPO_LOGRADOURO;ES.LOGRADOURO;ES.NUMERO;ES.COMPLEMENTO;ES.BAIRRO;ES.CEP;ES.UF;ES.MUNICIPIO;ES.DDD1;ES.TELEFONE1;ES.DDD2;ES.TELEFONE2;ES.DDD_FAX;ES.FAX;ES.EMAIL;ES.SITUACAO_ESPECIAL;ES.DATA_SITUACAO_ESPECIAL;
02969466;0001;25;1;WALFLOR;02;20050924;00;;;19990119;4110700;6810201;RUA;JOSE MAGALHAES;456;SALA  5 N;CENTRO;69301360;RR;0301;95;36260235;;;;;MICHAEL@EWV.COM.BR;;
06907371;0001;38;1;DATI TECNOLOGIA;08;20110419;01;;;20040723;6201501;6204000;AVENIDA;DR. YOJIRO TAKAOKA;4384;LOJA 17 - CV 1931;ALPHAVILLE;06541038;SP;7047;11;36752723;;;11;36752723;mail@dati.com.br;;
76228873;0001;18;1;KLEPA LANCHES;04;20181123;63;;;19820630;5611203;;AVENIDA;RAPOSO TAVARES;692-B;;CENTRO;87250000;PR;7757;;;;;;;;;
04739812;0001;04;1;O.K. EMBREAGENS;08;20150209;73;;;20011024;4530703;;AVENIDA;DUQUE DE CAXIAS;315 A;;FRAGATA;96030002;RS;8791;;;;;;;;;
04739872;0001;27;1;SOLLO'S GRAVADORA E ESTUDIO;08;20070308;01;;;20011017;5920100;;RUA;CAMARA MUNICIPAL;37;;RIO DOS SINOS;93110130;RS;8877;;;;;;;;;
76230291;0001;76;1;POSTO DO TITO;08;20090819;54;;;19820706;4731800;4732600;RUA;ALFREDO CHAVES;585;;CENTRO;85877000;PR;7889;;;;;;;;;
04739941;0001;00;1;HOTEL CHALE O RECANTO;04;20190130;63;;;20011016;5510801;;RUA;EDITE FERREIRA LIMA;60;;CENTRO;55870000;PE;2605;;;;;;;;;
02969796;0001;10;1;CRIS LENS;04;20181010;63;;;19981217;4774100;;PRACA;DOM JOSE GASPAR;30;2 ANDAR  A 2;CENTRO;01047010;SP;7107;011;2141275;;;;;;;
04740075;0001;60;1;;04;20220607;63;;;20010807;4646001;;AVENIDA;DOM HELDER CAMARA;3965;SALA 204;DEL CASTILHO;20771000;RJ;6001;;;;;;;;;
06907783;0001;78;1;;02;0;00;;;20040806;6622300;6619399,7020400,7319002,7319003,7490104,8211300,8220200,8291100;RUA;CORONEL SPINOLA DE CASTRO;3360;SALA  02;CENTRO;15015500;SP;7097;17;96081828;;;17;32315579;PAULO@STRACERI.COM;;
57956880;0001;91;1;;04;20190110;63;;;19870911;4520001;4520002,4520003,4520004;AVENIDA;29;765;;CID JARDIM;13501133;SP;6979;;;;;;;;;
04740145;0001;80;1;;02;20051103;00;;;20010927;4789004;7500100,4771704,9609208;AVENIDA;SARGENTO GERALDO SANTANA;193;;SITIO TAPERA;04674000;SP;7107;011;56319107;;;;;;;
04740169;0001;39;1;;08;20080206;01;;;20011022;6203100;6202300;RUA;CALIL ELIAS CURI;52;;VILA MONTEIRO;08557410;SP;6897;11;55945088;;;11;55945088;;;
02970175;0001;57;1;;08;20171129;01;;;19981218;7733100;9511800,7112000,6204000,6203100,4651601;RUA;JOSE FERREIRA;245;;CENTRO;33980000;MG;5365;31;32416333;;;031;2712415;;;
01350679;0001;01;1;;02;20051103;00;;;19960801;4754701;;RUA;ALMIRANTE BARROSO;1927;;CENTRO;85900020;PR;7927;45;30552514;45;30552514;45;30552514;;;
04740683;0001;74;1;;02;20051103;00;;;20011025;5911199;5911101;RUA;MARTINICO PRADO;111;      7 ANDAR;SANTA CECILIA;01224010;SP;7107;11;33553320;;;11;33553320;henrique.manzoli@conspira.com.br;;
04740798;0001;69;1;CHINOCA GAS;04;20181128;63;;;20011029;4729699;4789099,0311602,4722902,4723700,4784900,4930203;AVENIDA;NOSSA SENHORA DOS NAVEGANTES;106;;CASTELANDIA;29172635;ES;5699;27;33388281;27;33388281;27;33188553;jmicontabil@ig.com.br;;
04740910;0001;61;1;;04;20181016;63;;;20011026;9602501;4772500;AVENIDA;IBIRAPUERA;3.103;PISO JURUPIS- SALA 50;MOEMA;04029200;SP;7107;;;;;;;;;
02970669;0001;31;1;;08;20080801;01;;;19990118;6821802;6822600,8111700;AVENIDA;TANCREDO NEVES;274;BL.B, SALA-832;PITUBA;41820020;BA;3849;;;;;;;;;
02970736;0001;18;1;;08;20081231;71;;;19990119;4663000;4662100;AVENIDA;DOM BOSCO;S/N;;IGUATEMI;12900005;SP;6251;;;;;;;;;
04741048;0001;01;1;;02;20010416;00;;;20010416;9329899;;NUCLEO;RURAL DE SOBRADINHO I CHACARA;23/Y;KM 11 DF 440;NUCLEO RURAL;70310500;DF;9701;61;3214141;;;61;3238869;;;
76250869;0001;56;1;FARMA REIS;02;20021109;00;;;19660913;4771701;4772500,6619302;RUA;MINAS GERAIS;231;;CENTRO;86290000;PR;7803;43;91634800;;;;;FARMAREISDALUMORATO@GMAIL.COM;;
01351219;0001;06;1;LAVA JATO TIGER;04;20220609;63;;;19960725;4520005;;AVENIDA;EDMEIA MATTOS LAZZAROTTI;2080;LOJA  3;JARDIM DA CIDADE;32604270;MG;4133;31;35311984;31;25711984;;;REDEPOSTO.BETIM@GMAIL.COM;;
20837886;0001;30;1;JB PECAS E MOTORES;04;20210330;63;;;19850226;4530703;;RUA;GOIAS;46;A;BOA VISTA;35700085;MG;5343;;;;;;;;;
04741136;0001;03;1;;02;20200125;00;;;20010926;4789099;;RUA;LOTEAMENTO PONTAL NORTE CENTER;S/N;LOTE 10 - QD 1;CENTRO;42700130;BA;3685;;;;;;;;;
01351316;0001;90;1;;08;20150209;73;;;19960805;7490101;;RUA;SAO SEBASTIAO;760;;CELVIA;33200000;MG;5425;;;;;;;;;
02970900;0001;97;1;;02;20051103;00;;;19990125;8650099;8660700;RUA;RUI BARBOSA;383;SALA  309;CENTRO;28300000;RJ;5843;22;38246609;;;;;servicosanestesiscos@bol.com.br;;
01351449;0001;67;1;;08;20081231;71;;;19960807;9492800;;RUA;DO PRINCIPE;720;SALA 101;BOA VISTA;50050410;PE;2531;;;;;;;;;
02971020;0001;35;1;PIT STOP RESTAURANTE;08;20081231;71;;;19990127;5611201;;RUA;PAULO HORNEAUX DE MOURA;171;;CIDADE NAUTICA;11340450;SP;7121;;;;;;;;;
04741610;0001;05;1;;08;20240702;01;;;20010924;7320300;;RUA;CERQUILHO;100;CASA 03;CIDADE SAO PEDRO;06529335;SP;7047;;;;;;;;;
06909602;0001;42;1;;08;20041231;01;;;20040812;9492800;;RUA;J K;50;;SABAK;65300001;MA;0957;;;;;;;;;
04741721;0001;03;1;;04;20210309;63;;;20011023;1412601;1412603;RUA;ERNESTO ANGELO GUASTI;162;;CAMBE IV;86183350;PR;7471;;;;;;;;;
20844528;0001;54;1;;04;20190123;63;;;19860728;6622300;;RUA;LUIZ CERQUEIRA;251;;CENTRO;36900000;MG;4787;;;;;;;;;
06909710;0001;15;1;;08;20041231;01;;;20040812;9492800;;RUA;CILINHA GADELHA;56;;CENTRO;58801580;PB;2225;;;;;;;;;
01351946;0001;65;1;;04;20220607;63;;;19960801;9491000;;RUA;HERCULES;488;;JARDIM BRASILIA;38401406;MG;5403;34;32357334;;;;;ALFA CONT@NETSITE.COM.BR;;
06909856;0001;60;1;;08;20041231;01;;;20040812;9492800;;RUA;OEIRAS;2107;;VERMELHA;64000010;PI;1219;;;;;;;;;
04741897;0001;65;1;AMING;02;20011019;00;;;20011019;9430800;9493600,9499500;PRACA;CIVICA;70;;CENTRO;76305000;GO;9655;62;3453388;;;;;;;
06909969;0001;66;1;;08;20041231;01;;;20040812;9492800;;TRAVESSA;MARIA SALOME SOUZA;30;CENTRO;VERTENTE DO LERIO;55760000;PE;2291;;;;;;;;;
02971655;0001;32;1;;08;19991119;01;;;19990210;8220200;;RUA;OTACILIO DE ALBUQUERQUE;231;;EXPEDICIONARIOS;58040720;PB;2051;;;;;;;;;
01352146;0001;69;1;;04;20181017;63;;;19960709;4754701;;RUA;SEN BERNARDO MONTEIRO;212;LOJA A;BENFICA;20911450;RJ;6001;;;;;;;;;
02971706;0001;26;1;;08;20130214;01;;;19990108;8291100;6491300;AVENIDA;ESTADOS UNIDOS;82;EDIF  GUARABIRA           SALA  505;COMERCIO;40010020;BA;3849;71;32452218;71;32452218;71;32452218;assessoracontabilidade@gmail.com;;
04307088;0001;40;1;CAPITAL;02;20050604;00;;;19741007;4120400;4299501;AVENIDA;CORONEL TEIXEIRA;6225;LOTE  01;PONTA NEGRA;69037000;AM;0255;92;21015800;;;0092;06335106;TRIBUTARIO@CONSTRUTORACAPITAL.COM.BR;;
02971785;0001;75;1;;02;20051103;00;;;19981211;8599601;;AVENIDA;MARECHAL CARMONA;486;;VILA JOAO JORGE;13035510;SP;6291;19;32344533;;;;;;;
76263755;0001;40;1;;02;20051103;00;;;19820728;4120400;4299501;AVENIDA;CONSTANCIO MENDES;810;;DIST INDL;84033290;PR;7777;41;41011194;;;;;NHF1982@GMAIL.COM;;
06910312;0001;19;1;KANSAI ENGENHARIA E SERVICOS;04;20220609;63;;;20040727;7112000;;RUA;OSWALDO CRUZ;50;;JD JORDANOPOLIS;09892250;SP;7075;11;44389300;11;44389300;;;PAULINO@PAULINO.COM.BR;;
57977886;0001;45;1;;08;20011122;01;;;19910729;4744005;;RUA;JOAO BATISTA FERNANDES;45;;CENTRO;11600200;SP;7115;012;4522801;;;;;;;
38771929;0001;97;1;;08;20181213;01;;;19900529;4761003;;RUA;SERRA DE BRAGANCA;496;;TATUAPE;03318000;SP;7107;;;;;;;;;
04742531;0001;00;1;;02;20011105;00;;;20011105;6202300;6204000,6463800;RUA;LAURO MULLER;00116;      SAL 1206;BOTAFOGO;22290160;RJ;6001;21;32066000;;;21;32066026;BENY.ADLER@MASTERSIGN.COM;;
06910711;0001;80;1;IDEAL PORC - ADMINISTRACAO;08;20070207;02;;;20040803;7490103;6311900;AVENIDA;DOS UIRAPURUS;394 W;;CENTRO;78450000;MT;9937;065;3081498;;;065;3082444;VALMIR@GRUPOOTAVIANOPIVETTA.COM.BR;;
06900704;0002;88;2;HERTZ;04;20240830;63;;;20091215;7711000;;RUA;DOS GOITACAZES;375;"LOJA: 6;";CENTRO;30190050;MG;4123;31;25514646;31;25514545;31;25514545;SALVATO@IG.COM.BR;;
57613549;0002;50;2;AUTO POSTO SAO JOSE;02;20091117;00;;;20091117;4731800;4520005,4729699,4732600,4784900;AVENIDA;FRANCISCO MONTEIRO;871;;CENTRO;09406300;SP;6967;11;48277706;;;;;labor_cont@terra.com.br;;
04707195;0003;27;2;;02;20170602;00;;;20170602;1066000;;ESTRADA;DOS PIRES;5285;GALPAO37  38 E 39         BLOCO A                   COND  IND. SP EMPRESARIAL;RIO ABAIXO;12952361;SP;6181;11;40350500;;;;;SIMONE.LEITE@FARMINA.COM.BR;;
76104058;0005;70;2;HOSPITAL DE OLHOS DO PARANA;02;20210315;00;;;20210315;8630502;8630503;RUA;JUVENAL CARVALHO;127;;FAZENDINHA;81320185;PR;7535;41;33104109;;;;;DAFS1977@GMAIL.COM;;
75990176;0010;28;2;;02;20240531;00;;;20240531;4930202;4930201,4930203;RUA;DEPUTADO BERNARDO GUIMARAES RIBAS CARLI;665;SALA  9;CONRADINHO;85045302;PR;7583;42;36243233;;;;;CONTABIL@VERDESCAMPOS.COM.BR;;
04717891;0003;14;2;VISUAL SOFTWARE;02;20240930;00;;;20240930;6201501;4751201,9511800;AVENIDA;CARNEIRO LEAO;563;SALA  614;ZONA 04;87014010;PR;7691;46;35322005;;;;;LUCAS@VISUALSOFTWARE.INF.BR;;
02957511;0002;02;2;ROHDE & SCHWARZ;08;20171017;01;;;20010611;7119799;7119704;RUA;DA CANDELARIA;9;CONJUNTO 701;CENTRO;20091020;RJ;6001;;;;;;;;;
04712420;0002;32;2;;08;20071022;01;;;20040301;4744005;;ESTRADA;AMAMBAY;202;KM 03 SITIO PARAISO;GLEBA P.IGUATEMI;87103000;PR;7691;44;2235736;;;44;2235736;;;
02961246;0002;36;2;;02;20051103;00;;;20000913;7810800;7830200;RODOVIA;FERNAO DIAS;KM 876;;B. PESSEGUEIROS;37640000;MG;4501;;;;;;;;;
38588372;0002;34;2;ZIMEDICAL;08;20170109;01;;;20120329;7020400;4618402,7490104;RUA;JOAQUIM LINHARES;433;": A;";ANCHIETA;30310400;MG;4123;31;32236775;;;;;MAURICIO@ZIMEXBRASIL.COM.BR;;
01339514;0009;96;2;HIPER MERCADO GOTARDO;02;20141017;00;;;20141017;5211701;;AVENIDA;BRASIL;2097 S;;JARDIM CIDADE ALTA;78306157;MT;9185;65;33113900;;;;;HIPER@GOTARDO.COM.BR;;
20664264;0003;19;2;;02;20161208;00;;;20161208;9491000;;RUA;OLINTO GUIMARAES;88;;NOSSA SENHORA DE FATIMA;35560000;MG;5207;31;33889412;;;;;LUIZPAM@GMAIL.COM;;
04729590;0002;20;2;;08;20020527;02;;;20011019;0113000;;FAZENDA;SAO BERNARDO;S/N;;ZONA RURAL;13370000;SP;6943;019;34961511;;;019;34961666;fiscal@cosan.com.br;;
04729590;0006;53;2;;08;20020527;02;;;20011019;0113000;;SITIO;DO TREVO;S/N;;CAMPESTRE;13390000;SP;6981;019;34264811;;;019;34264835;fiscal@cosan.com.br;;
06885077;0002;53;2;PERSONAL RENT A CAR;08;20201016;01;;;20050228;7711000;;RUA;SANTOS SARAIVA;1678;;CAPOEIRAS;88070101;SC;8105;48;33480778;;;;;costaezimmermann@brturbo.com.br;;
38735312;0002;05;2;ENGLISH COMPANY;08;20070816;01;;;19930212;8593700;;RUA;MICHEL JEHA;142;;SAO BENTO;30350330;MG;4123;;;;;;;;;
75995431;0002;15;2;LOJA AJE;08;20010313;01;;;19851226;4754701;;AVENIDA;MARECHAL FLORIANO PEIXOTO;7302;PREDIO;BOQUEIRAO;81670000;PR;7535;041;2528112;;;041;2526492;;;
57819278;0002;93;2;;08;20180619;01;;;20060209;4782202;4782201,4781400;ESTRADA;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA;5308;LOJA  G-11;JARDIM ALBERTINA;07252000;SP;6477;11;30940212;;;;;CONTABILIDADE@TIARABOLSAS.COM.BR;;
01339514;0005;62;2;HIPER MERCADO GOTARDO;02;20110718;00;;;20110718;4744099;4744001;AVENIDA;AVENIDA JOSE APARECIDO RIBEIRO;65 S;LOTE  09 10 11 12 E 13;JOSE APARECIDO RIBEIRO;78450000;MT;9937;65;33113900;;;;;hiper@gotardo.com.br;;
01339514;0004;81;2;HIPER PRESENTES;02;20110705;00;;;20110705;4759899;4713002,4755502;AVENIDA;TANCREDO DE ALMEIDA NEVES;140 S;;CENTRO;78300080;MT;9185;65;33113900;;;65;33113900;HIPER@GOTARDO.COM.BR;;
04729874;0002;16;2;;02;20200910;00;;;20200910;8219999;8219901,8299705,8593700;RUA;FREDERICO CALSING;267;FUNDOS;CENTRO;95785000;RS;8403;51;36351080;;;;;ESCRITORIO@NEIVADAHMER.COM.BR;;
01339759;0003;28;2;ADONAI PARK;04;20190111;63;;;20010727;5223100;;AVENIDA;MAESTRO PAULO SILVA;100;JARDIM CARIOCA;ILHA DO GOVERNADOR;21920440;RJ;6001;;;;;;;;;
20430286;0002;33;2;;04;20190327;63;;;19800911;4744001;;RUA;EVALDO LODI;153;;VILA SAO VICENTE;36083786;MG;4733;;;;;;;;;
38522751;0002;21;2;;04;20190124;63;;;19991021;8512100;;AVENIDA;D. PEDRO II;60;;CENTRO;35790000;MG;4417;38;7217878;;;38;7217878;;;
57872020;0002;50;2;;08;19890117;09;;;19880412;4774100;;RUA;VISC DE INHOMERIM;857;;MOOCA;08210040;SP;7107;;;;;;;;;
04729590;0004;91;2;;08;20020527;02;;;20011019;0113000;;FAZENDA;SAO JOSE;S/N;;DISTR.POTUNDUVA;17201970;SP;6607;014;6292000;;;014;6292002;fiscal@cosan.com.br;;
01339759;0004;09;2;ADONAI PARK;04;20190111;63;;;20010727;5223100;;RUA;MAXWELL;300;;VILA ISABEL;20541100;RJ;6001;;;;;;;;;
04707195;0002;46;2;;08;20041007;01;;;20030430;1066000;;RUA;DEZ WESTPHALEN;868;6 ANDAR SALA 603;REBOUCAS;80230100;PR;7535;;;;;;;;;
75990176;0003;07;2;TRANSPORTADORA VERDES CAMPOS;02;20050503;00;;;20050503;4930202;;RUA;WANDER BAMBIL PEIXOTO;1321;SALA  D;VILA  GUAPE;79990000;MS;9011;;;;;;;;;
57761991;0002;23;2;;08;20150929;01;;;20110927;4642701;;RUA;BARAO DE LADARIO;670;"ANDAR: 3º; LOJA: 372/373;";BRAS;03010000;SP;7107;11;26962100;;;;;CONT@TOYOSHIMAWEB.COM.BR;;
75990176;0005;60;2;;02;20071127;00;;;20071127;4930202;;RUA;RIGOBERTO ZANDONA;1576;SALA  02;SANTA LUZIA;89830000;SC;8001;49;34454404;;;;;DELTA-CONTABILIDADE@HOTMAIL.COM;;
02958002;0002;02;2;;08;20160822;01;;;19990312;6622300;;RUA;BARTOLOMEU DE GUSMAO;440;1.ANDAR - SALA 101;CENTRO;45020107;BA;3965;;;;;;;;;
75990176;0002;18;2;;08;19990527;01;;;19861112;4930201;;RUA;MATO GROSSO;15;SALA 04;;78600000;MT;9035;;;;;;;;;
76263755;0002;21;2;;02;20040710;00;;;19880725;4120400;4299501;AVENIDA;NUMERO DOIS;S/N;BR 277 KM 97;DIST INDUSTRIAL;84032455;PR;7777;;;;;;;;;
76263755;0003;02;2;;08;19890515;01;;;19880908;4120400;4299501;RUA;ARTUR DE AZEVEDO;1583;CONJ 12;PINHEIROS;05404014;SP;7107;;;;;;;;;
06881276;0002;93;2;;04;20181016;63;;;20061228;4687703;;RUA;REINALDO NOGUEIRA JORDAO;31;;JARDIM NOVA IPANEMA;18071019;SP;7145;15;32329401;;;;;lucimara-fiscal@dinietrevisan.com.br;;
75990176;0007;22;2;TRANSPORTADORA VERDES CAMPOS LTDA;02;20121025;00;;;20121025;4930202;;AVENIDA;PERIMETRAL;S/N;SALA  01;DISTRITO INDUSTRIAL;99490000;RS;8923;42;36243233;;;;;;;
02956165;0002;48;2;SHUNGKING;08;20200218;01;;;20130712;5611201;5620104,4723700;AVENIDA;SENADOR ALBERTO PASQUALINE;18;SALA  30;CENTRO;96820050;RS;8839;51;37158400;51;84230340;51;30563701;carmen@escritorioscheffer.com.br;;
